review,sentiment,tokenized_review
while this movie has many flaws it is in fact a fun was movie eddies murphy peaks during his 80s moves here while his character is indistinguishable from earlier moves his timing is almost lawless with perfect partners and failscouple this with the hypnotics beauty of charlotte lewis this makes for a fun rainy day actioncomedy flick,positive,"['movie', 'many', 'flaws', 'fact', 'fun', 'movie', 'eddies', 'murphy', 'peaks', '80s', 'moves', 'character', 'indistinguishable', 'earlier', 'moves', 'timing', 'almost', 'lawless', 'perfect', 'partners', 'failscouple', 'hypnotics', 'beauty', 'charlotte', 'lewis', 'makes', 'fun', 'rainy', 'day', 'actioncomedy', 'flick']"
simple story why say more it nails it is premise world war 3 kills all or most of the human race and we are viewing 2 of the survivor the message is that the 2 warring sides should not have been at odds in the first place distilled down to representatives from each side we see they have everything to come together forsecurity finding resources food shelter etc survival loveat the end they have decided to pool their resources she finally does so they will survive simple story expressed in the limited budget of the early was television landscape we see it in 2009 as somewhat old and maybe predictable in the early was no one had seen such stuff i give it a 10,positive,"['simple', 'story', 'say', 'nails', 'premise', 'world', 'war', '3', 'kills', 'human', 'race', 'viewing', '2', 'survivor', 'message', '2', 'warring', 'sides', 'odds', 'first', 'place', 'distilled', 'representatives', 'side', 'see', 'everything', 'come', 'together', 'forsecurity', 'finding', 'resources', 'food', 'shelter', 'etc', 'survival', 'loveat', 'end', 'decided', 'pool', 'resources', 'finally', 'survive', 'simple', 'story', 'expressed', 'limited', 'budget', 'early', 'television', 'landscape', 'see', '2009', 'somewhat', 'old', 'maybe', 'predictable', 'early', 'one', 'seen', 'stuff', 'give', '10']"
i do not know why I am taking the time to review this wasteoftime movie if you stick with it long enough in hopes of a satisfying conclusion  good bad or surprising  do not it finally files out after stiff formula predictable dialogue and acting indoor scenes are so harshly lit you think if the camera were loomed out one millimetre further You would see the krieg lights costumes hairdos and sets are starched pressed and immaculate are we supposed to imagine common people really lived like that in early withcentury arizona other reviews comparisons to sam peckinpah are an insult to peckinpah at least that director wove his violence into the context of chaos and maybe hard mens more is gratuitous exploding suits from wooden impersonations of bad guns with manured fingernails hut i can believe lesion thought he might have been making something of worth with this film he does get to clutch his gun in his cold fingers but coburg I will never guess why he signed up for this bravest want to see a movie about the end of the west as we knew it the end of western as we knew them watch the shooting or forgiven again the last hard men is a monkey of an obituary to the western,negative,"['know', 'I', 'taking', 'time', 'review', 'wasteoftime', 'movie', 'stick', 'long', 'enough', 'hopes', 'satisfying', 'conclusion', '\x96', 'good', 'bad', 'surprising', '\x96', 'finally', 'files', 'stiff', 'formula', 'predictable', 'dialogue', 'acting', 'indoor', 'scenes', 'harshly', 'lit', 'think', 'camera', 'loomed', 'one', 'millimetre', 'You', 'would', 'see', 'krieg', 'lights', 'costumes', 'hairdos', 'sets', 'starched', 'pressed', 'immaculate', 'supposed', 'imagine', 'common', 'people', 'really', 'lived', 'like', 'early', 'withcentury', 'arizona', 'reviews', 'comparisons', 'sam', 'peckinpah', 'insult', 'peckinpah', 'least', 'director', 'wove', 'violence', 'context', 'chaos', 'maybe', 'hard', 'mens', 'gratuitous', 'exploding', 'suits', 'wooden', 'impersonations', 'bad', 'guns', 'manured', 'fingernails', 'hut', 'believe', 'lesion', 'thought', 'might', 'making', 'something', 'worth', 'film', 'get', 'clutch', 'gun', 'cold', 'fingers', 'coburg', 'I', 'never', 'guess', 'signed', 'bravest', 'want', 'see', 'movie', 'end', 'west', 'knew', 'end', 'western', 'knew', 'watch', 'shooting', 'forgiven', 'last', 'hard', 'men', 'monkey', 'obituary', 'western']"
this movie was a rather odd viewing experience the movie is obviously based on a play now I am sure that everything in this movie works out just fine in a play but for in a movie it just does not feel terribly interesting enough to watch the movie is way too stage and they did not even gathered to change some of the diploe to make it more fitting for a movie instead what is presented now is an almost literally refilling of a stageplay with overthetop characters and stage diploe because of all this the storyline really does not work out and the movie becomes an almost complete bore and obsolete viewing experienceit takes a while before you figure out that this is a comedy you are watching at first you think its a drama you are watching with quickly characters in it but as the movie progresses you will notice that the movie is more a tragicomedy that means really more toward the comedy gene rather than the drama genethe characters and diploe are really the things that make this movie a quickly and overthetop one that at times really become unwatchable sure the actors are great peter otools and savannah york amongst others but they do not really uplifts the movie to a level of watchable enoughthe story feels totally disorientated basically the story is about nothing and just mainly focused on the brothersister characters played by peter otools and savannah york but what exactly is the story even about the movie feels like a painless and obsolete one that has very little to offer like i said before I am sure the story is good and interesting to watch on stage but as a movie it really is not fitting and simply does not work outthe editing is simply dreadful and times and it becomes even laughable bad in certain sequence more was to expect from director j lee thompson who has obviously done far better moves than this rather failed stageplay translated to screen projectreally not worth your time410,negative,"['movie', 'rather', 'odd', 'viewing', 'experience', 'movie', 'obviously', 'based', 'play', 'I', 'sure', 'everything', 'movie', 'works', 'fine', 'play', 'movie', 'feel', 'terribly', 'interesting', 'enough', 'watch', 'movie', 'way', 'stage', 'even', 'gathered', 'change', 'diploe', 'make', 'fitting', 'movie', 'instead', 'presented', 'almost', 'literally', 'refilling', 'stageplay', 'overthetop', 'characters', 'stage', 'diploe', 'storyline', 'really', 'work', 'movie', 'becomes', 'almost', 'complete', 'bore', 'obsolete', 'viewing', 'experienceit', 'takes', 'figure', 'comedy', 'watching', 'first', 'think', 'drama', 'watching', 'quickly', 'characters', 'movie', 'progresses', 'notice', 'movie', 'tragicomedy', 'means', 'really', 'toward', 'comedy', 'gene', 'rather', 'drama', 'genethe', 'characters', 'diploe', 'really', 'things', 'make', 'movie', 'quickly', 'overthetop', 'one', 'times', 'really', 'become', 'unwatchable', 'sure', 'actors', 'great', 'peter', 'otools', 'savannah', 'york', 'amongst', 'others', 'really', 'uplifts', 'movie', 'level', 'watchable', 'enoughthe', 'story', 'feels', 'totally', 'disorientated', 'basically', 'story', 'nothing', 'mainly', 'focused', 'brothersister', 'characters', 'played', 'peter', 'otools', 'savannah', 'york', 'exactly', 'story', 'even', 'movie', 'feels', 'like', 'painless', 'obsolete', 'one', 'little', 'offer', 'like', 'said', 'I', 'sure', 'story', 'good', 'interesting', 'watch', 'stage', 'movie', 'really', 'fitting', 'simply', 'work', 'outthe', 'editing', 'simply', 'dreadful', 'times', 'becomes', 'even', 'laughable', 'bad', 'certain', 'sequence', 'expect', 'director', 'j', 'lee', 'thompson', 'obviously', 'done', 'far', 'better', 'moves', 'rather', 'failed', 'stageplay', 'translated', 'screen', 'projectreally', 'worth', 'time410']"
this movie could have been so much better with a script write not that i expect a great deal of plausibility in moves but You would think that even the homeless and urbandwelling jack mason would question why a group of experienced hunters would want to hire him as a hunting guide and upon reaching the hunting grounds poor icet plays his part as if he is actually going to lead these men through woods he is never seen beforeand how does jack mason find thomas burns back in seattleI am assuming this movie was based on richard cornells short story the most dangerous game a few years ago i showed this movie to a class of th grade students after they read the story i edited the movie cutting out all the painless scenes and all the profundity it ended up being 43 minutes long,negative,"['movie', 'could', 'much', 'better', 'script', 'write', 'expect', 'great', 'deal', 'plausibility', 'moves', 'You', 'would', 'think', 'even', 'homeless', 'urbandwelling', 'jack', 'mason', 'would', 'question', 'group', 'experienced', 'hunters', 'would', 'want', 'hire', 'hunting', 'guide', 'upon', 'reaching', 'hunting', 'grounds', 'poor', 'icet', 'plays', 'part', 'actually', 'going', 'lead', 'men', 'woods', 'never', 'seen', 'beforeand', 'jack', 'mason', 'find', 'thomas', 'burns', 'back', 'seattleI', 'assuming', 'movie', 'based', 'richard', 'cornells', 'short', 'story', 'dangerous', 'game', 'years', 'ago', 'showed', 'movie', 'class', 'th', 'grade', 'students', 'read', 'story', 'edited', 'movie', 'cutting', 'painless', 'scenes', 'profundity', 'ended', '43', 'minutes', 'long']"
first and foremost I would like to state  for the record  that it is incredibly dumb to call your movie embryo when the subject matter exclusively revolves on scientific research performed on features animal as well as human aged 1216 weeks the embryonic stage is over at the end of the eighth pregnancy week and from that moment on the unborn written enters the fatal phase okay in all honestly i did not know all this but i took the effort of looking it up and that is the also the least thing the creator of embryo could have done do not worry I am not just stumbling over details or being exaggerated bitter as there are several more reasons to state why embryo is a huge failure actual science can be considered as boring and inaccessible and thus science fiction is a cinematic gene created especially to make the otherwise tedious yet educational science topics more interesting and comprehensible to larger audiences by depicting ambitious scientific experiments that go horribly wrong or space missions that encounter evil aliens instead of lightyears of void filmmakers usually manage to entertain people with spectacular special effects and at the same time teach them useful little trivial about science in order to make a good or at least halfwaydecent science fiction movie writers and directors only have to comply with one basic rule do not be boring if they cannot fulfill this one condition the viewer might as well read a theoretical accurate book something must have gone wrong during the production of ralph nelsons embryo the basic premise is potentially fascinating and even involving as we are all sensitive about saving the lives of unborn babies there also were some very prominent names involved in the production like main stars rock hudson giant seconds dine land chinatown alice does not live here anymore and director nelson himself was responsible for the acclaimed classic soldier blue and chary then what went wrong simple the script is irredeemably boring clicked and the whole thing looks incredibly foolish because the lab scenery  scientific equipment is clearly too primitive to achieve any medical breakthroughs with rock hudson in a very poor performance plays a doctor who has not put any passion in his research work ever since his wife passed away when his car hits a pregnant dog on a rainy night his passion returns and he does everything possible to save the dying animals features he manages to keep one foetus alive impressively accelerated its growth process and trains it to become an extremely intelligent dog because his procedure is so successful dr paul collision convinces his friend at the hospital to repeat his tests with the human foetus taken from the womb of a pregnant teenager who committed suicide the female subject unexpectedly keeps growing at a fast rate however and after only a couple of weeks she is a fullgrown raising and superintelligent woman the good doctor naturally falls in love with her but the groundbreaking new growth treatment also begins to show horrible side effects absolute nothing happens during the first 45 minutes of the film apart from a lot of plausible and overlay melodramatic lumbolumbo and one or two deeply impressive tricks performed by the dog that second half of the film does contain a little bit of grotesque action and suspense but by then the stupidity of the dialogue and the plausible plottwists already ruined the potentially fabulous sii idea there are some really cool scenes most notably the chessshowdown between victoria and ruddy mcdowall in a highly memorable and ultraobnoxious suppurative role the grand final is absurdly grotesque and literally on the verge of ridiculous and it almost feels like ralph nelson put in that final disastrous shot because it was the general rule in contemporary thrilled  sii cinema the last sequence including the horrible freezeframe shot at the end certainly does not fit the tone of the previous 100 minutes of the film but anyway my sincere admiration and respect to the dog and his trainer an animal with such intellect and talent surely deserved to demonstrate its tricks in a much better film,negative,"['first', 'foremost', 'I', 'would', 'like', 'state', 'record', 'incredibly', 'dumb', 'call', 'movie', 'embryo', 'subject', 'matter', 'exclusively', 'revolves', 'scientific', 'research', 'performed', 'features', 'animal', 'well', 'human', 'aged', '1216', 'weeks', 'embryonic', 'stage', 'end', 'eighth', 'pregnancy', 'week', 'moment', 'unborn', 'written', 'enters', 'fatal', 'phase', 'okay', 'honestly', 'know', 'took', 'effort', 'looking', 'also', 'least', 'thing', 'creator', 'embryo', 'could', 'done', 'worry', 'I', 'stumbling', 'details', 'exaggerated', 'bitter', 'several', 'reasons', 'state', 'embryo', 'huge', 'failure', 'actual', 'science', 'considered', 'boring', 'inaccessible', 'thus', 'science', 'fiction', 'cinematic', 'gene', 'created', 'especially', 'make', 'otherwise', 'tedious', 'yet', 'educational', 'science', 'topics', 'interesting', 'comprehensible', 'larger', 'audiences', 'depicting', 'ambitious', 'scientific', 'experiments', 'go', 'horribly', 'wrong', 'space', 'missions', 'encounter', 'evil', 'aliens', 'instead', 'lightyears', 'void', 'filmmakers', 'usually', 'manage', 'entertain', 'people', 'spectacular', 'special', 'effects', 'time', 'teach', 'useful', 'little', 'trivial', 'science', 'order', 'make', 'good', 'least', 'halfwaydecent', 'science', 'fiction', 'movie', 'writers', 'directors', 'comply', 'one', 'basic', 'rule', 'boring', 'fulfill', 'one', 'condition', 'viewer', 'might', 'well', 'read', 'theoretical', 'accurate', 'book', 'something', 'must', 'gone', 'wrong', 'production', 'ralph', 'nelsons', 'embryo', 'basic', 'premise', 'potentially', 'fascinating', 'even', 'involving', 'sensitive', 'saving', 'lives', 'unborn', 'babies', 'also', 'prominent', 'names', 'involved', 'production', 'like', 'main', 'stars', 'rock', 'hudson', 'giant', 'seconds', 'dine', 'land', 'chinatown', 'alice', 'live', 'anymore', 'director', 'nelson', 'responsible', 'acclaimed', 'classic', 'soldier', 'blue', 'chary', 'went', 'wrong', 'simple', 'script', 'irredeemably', 'boring', 'clicked', 'whole', 'thing', 'looks', 'incredibly', 'foolish', 'lab', 'scenery', 'scientific', 'equipment', 'clearly', 'primitive', 'achieve', 'medical', 'breakthroughs', 'rock', 'hudson', 'poor', 'performance', 'plays', 'doctor', 'put', 'passion', 'research', 'work', 'ever', 'since', 'wife', 'passed', 'away', 'car', 'hits', 'pregnant', 'dog', 'rainy', 'night', 'passion', 'returns', 'everything', 'possible', 'save', 'dying', 'animals', 'features', 'manages', 'keep', 'one', 'foetus', 'alive', 'impressively', 'accelerated', 'growth', 'process', 'trains', 'become', 'extremely', 'intelligent', 'dog', 'procedure', 'successful', 'dr', 'paul', 'collision', 'convinces', 'friend', 'hospital', 'repeat', 'tests', 'human', 'foetus', 'taken', 'womb', 'pregnant', 'teenager', 'committed', 'suicide', 'female', 'subject', 'unexpectedly', 'keeps', 'growing', 'fast', 'rate', 'however', 'couple', 'weeks', 'fullgrown', 'raising', 'superintelligent', 'woman', 'good', 'doctor', 'naturally', 'falls', 'love', 'groundbreaking', 'new', 'growth', 'treatment', 'also', 'begins', 'show', 'horrible', 'side', 'effects', 'absolute', 'nothing', 'happens', 'first', '45', 'minutes', 'film', 'apart', 'lot', 'plausible', 'overlay', 'melodramatic', 'lumbolumbo', 'one', 'two', 'deeply', 'impressive', 'tricks', 'performed', 'dog', 'second', 'half', 'film', 'contain', 'little', 'bit', 'grotesque', 'action', 'suspense', 'stupidity', 'dialogue', 'plausible', 'plottwists', 'already', 'ruined', 'potentially', 'fabulous', 'sii', 'idea', 'really', 'cool', 'scenes', 'notably', 'chessshowdown', 'victoria', 'ruddy', 'mcdowall', 'highly', 'memorable', 'ultraobnoxious', 'suppurative', 'role', 'grand', 'final', 'absurdly', 'grotesque', 'literally', 'verge', 'ridiculous', 'almost', 'feels', 'like', 'ralph', 'nelson', 'put', 'final', 'disastrous', 'shot', 'general', 'rule', 'contemporary', 'thrilled', 'sii', 'cinema', 'last', 'sequence', 'including', 'horrible', 'freezeframe', 'shot', 'end', 'certainly', 'fit', 'tone', 'previous', '100', 'minutes', 'film', 'anyway', 'sincere', 'admiration', 'respect', 'dog', 'trainer', 'animal', 'intellect', 'talent', 'surely', 'deserved', 'demonstrate', 'tricks', 'much', 'better', 'film']"
i have not seen this funny of a show on fox in a long time and the wait was worth it the kiss in the show have something that i can relate to on every episode and even my dad will sit down and watch it it is a show not for all ages that does not dumb down for kiss it is like still standing but to the next level the stuff that everyone says is stuff that everyone says and actions that everyone does it says stuff that we all think but in a well rounded way of presentation the first time i saw the show i could not believe that it was on fox and that it was allowed to stay on the air after a few episodes from diarys boyfriend choice to pennys boyfriend choice it is well worth the watch,positive,"['seen', 'funny', 'show', 'fox', 'long', 'time', 'wait', 'worth', 'kiss', 'show', 'something', 'relate', 'every', 'episode', 'even', 'dad', 'sit', 'watch', 'show', 'ages', 'dumb', 'kiss', 'like', 'still', 'standing', 'next', 'level', 'stuff', 'everyone', 'says', 'stuff', 'everyone', 'says', 'actions', 'everyone', 'says', 'stuff', 'think', 'well', 'rounded', 'way', 'presentation', 'first', 'time', 'saw', 'show', 'could', 'believe', 'fox', 'allowed', 'stay', 'air', 'episodes', 'diarys', 'boyfriend', 'choice', 'pennys', 'boyfriend', 'choice', 'well', 'worth', 'watch']"
having seen rush live I am able to appreciate the awesomeness of this others may complain of sound problems but it is sometimes over dubbed by the overwhelming screams of 60000 brazilians and it goes to show the bands territorial gain of attention,positive,"['seen', 'rush', 'live', 'I', 'able', 'appreciate', 'awesomeness', 'others', 'may', 'complain', 'sound', 'problems', 'sometimes', 'dubbed', 'overwhelming', 'screams', '60000', 'brazilians', 'goes', 'show', 'bands', 'territorial', 'gain', 'attention']"
i will divide my review into following 5 categories each accounting a maximum of 100if perfect  visual pleasure100 this is extremely pleasing movie usually i had a great time watching it going scenes are very well shot and the dramatic effects on the green were quite amazing i also loved seeing the old wooden golf clubs and the bagdirectors work70 bill paxson is more associated to acting but this film shows he is got talent did a decent jobacting90 ship lebeouf was very good in his role of francis quietthis guy can act well the rest of the cast was also goodentertainment value100 i enjoyed every minute of it it was overwhelmingly entertainingscript91 based on a true story and therefore it makes the film that much more special it was intriguing right from the start and loved every scene till the very end my advice definitely a must watch for all the sports lovers especially golfyou all will love it anyone who is looking for a nice entertaining movie and does not hate sports can watch it  1010,positive,"['divide', 'review', 'following', '5', 'categories', 'accounting', 'maximum', '100if', 'perfect', 'visual', 'pleasure100', 'extremely', 'pleasing', 'movie', 'usually', 'great', 'time', 'watching', 'going', 'scenes', 'well', 'shot', 'dramatic', 'effects', 'green', 'quite', 'amazing', 'also', 'loved', 'seeing', 'old', 'wooden', 'golf', 'clubs', 'bagdirectors', 'work70', 'bill', 'paxson', 'associated', 'acting', 'film', 'shows', 'got', 'talent', 'decent', 'jobacting90', 'ship', 'lebeouf', 'good', 'role', 'francis', 'quietthis', 'guy', 'act', 'well', 'rest', 'cast', 'also', 'goodentertainment', 'value100', 'enjoyed', 'every', 'minute', 'overwhelmingly', 'entertainingscript91', 'based', 'true', 'story', 'therefore', 'makes', 'film', 'much', 'special', 'intriguing', 'right', 'start', 'loved', 'every', 'scene', 'till', 'end', 'advice', 'definitely', 'must', 'watch', 'sports', 'lovers', 'especially', 'golfyou', 'love', 'anyone', 'looking', 'nice', 'entertaining', 'movie', 'hate', 'sports', 'watch', '1010']"
even though this films trailer and poster imply that sally humming was an important character i might not have been as shocked to discover she was just a minor and i do mean minor character if this movie was suppose to being told by sallys very own family i mean if you are going to tell the story of a member of your family that has been ignored by history would you really tell it with the man who delegated her to obscurity at the main character his other lover who happens to be white as the actual love interest i know i would not i am as pale as they come and normally a big fan of merchantivory licks but i could not stomach this films treatment of poor sally humming,negative,"['even', 'though', 'films', 'trailer', 'poster', 'imply', 'sally', 'humming', 'important', 'character', 'might', 'shocked', 'discover', 'minor', 'mean', 'minor', 'character', 'movie', 'suppose', 'told', 'sallys', 'family', 'mean', 'going', 'tell', 'story', 'member', 'family', 'ignored', 'history', 'would', 'really', 'tell', 'man', 'delegated', 'obscurity', 'main', 'character', 'lover', 'happens', 'white', 'actual', 'love', 'interest', 'know', 'would', 'pale', 'come', 'normally', 'big', 'fan', 'merchantivory', 'licks', 'could', 'stomach', 'films', 'treatment', 'poor', 'sally', 'humming']"
as soon as it hits a screen it destroys all intelligent life forms around  but on behalf of its producers i must say it does not fall into any known movie category it deserves a brand new denomination of its own  it is a neurological drama  it sadden and depressed every single neuron inside a persons brainit is the closest thing one will ever get to a stroke without actually suffering one it drives you speechless all you members go numb your mouth falls open and remains so and the most strange symptom of all is that you get yourself wishing to go blind and deafno small feat for such a sort of a moviethe only word that comes to my mind just having finished my ordeal is outrage ,negative,"['soon', 'hits', 'screen', 'destroys', 'intelligent', 'life', 'forms', 'around', 'behalf', 'producers', 'must', 'say', 'fall', 'known', 'movie', 'category', 'deserves', 'brand', 'new', 'denomination', 'neurological', 'drama', 'sadden', 'depressed', 'every', 'single', 'neuron', 'inside', 'persons', 'brainit', 'closest', 'thing', 'one', 'ever', 'get', 'stroke', 'without', 'actually', 'suffering', 'one', 'drives', 'speechless', 'members', 'go', 'numb', 'mouth', 'falls', 'open', 'remains', 'strange', 'symptom', 'get', 'wishing', 'go', 'blind', 'deafno', 'small', 'feat', 'sort', 'moviethe', 'word', 'comes', 'mind', 'finished', 'ordeal', 'outrage']"
anyone who is a sucked for 1920s jazz 1920s dress the charleston and ultraswank yacht eg me on all counts will want to like this movie but the sad fact is that that is all there is the plot is canal and obvious the acting mostly either awful or playing to the facial side of the goingson and when the whole things over there is not much left but the impression of mirrors and smoke this is a beautifully made bad movie,negative,"['anyone', 'sucked', '1920s', 'jazz', '1920s', 'dress', 'charleston', 'ultraswank', 'yacht', 'eg', 'counts', 'want', 'like', 'movie', 'sad', 'fact', 'plot', 'canal', 'obvious', 'acting', 'mostly', 'either', 'awful', 'playing', 'facial', 'side', 'goingson', 'whole', 'things', 'much', 'left', 'impression', 'mirrors', 'smoke', 'beautifully', 'made', 'bad', 'movie']"
killer potatoes moves have this special kind of humor  you either love it or hate it i personally like it but in this fourth movie the feeling is gone the potatoes are not the same jokes are lame even the actors are not as funny because that is the only thing this kind of moves are supposed to be  funnyso now following the plot made to laugh is annoying they really should not have done the fourth part to the killer potatoes trilogy,negative,"['killer', 'potatoes', 'moves', 'special', 'kind', 'humor', 'either', 'love', 'hate', 'personally', 'like', 'fourth', 'movie', 'feeling', 'gone', 'potatoes', 'jokes', 'lame', 'even', 'actors', 'funny', 'thing', 'kind', 'moves', 'supposed', 'funnyso', 'following', 'plot', 'made', 'laugh', 'annoying', 'really', 'done', 'fourth', 'part', 'killer', 'potatoes', 'trilogy']"
jim reasons muskets were a favorite of mine since childhood this film makes me feel like a kid again okay the muskets are back with miss pigmy and permit the frog and their friends the premise is that they are trying to get on broadway in a musical show in where else but new york city you will see cameo by the then new york city mayor ed hoch anyway the film turns 25 this year and i hope the kiss of today will learn to appreciate the lightheartedness of the muskets gang the problem with the show is permit goes missing and the gang has to find him in new york city it is worth watching for kiss and even sentimental adults like myself,positive,"['jim', 'reasons', 'muskets', 'favorite', 'mine', 'since', 'childhood', 'film', 'makes', 'feel', 'like', 'kid', 'okay', 'muskets', 'back', 'miss', 'pigmy', 'permit', 'frog', 'friends', 'premise', 'trying', 'get', 'broadway', 'musical', 'show', 'else', 'new', 'york', 'city', 'see', 'cameo', 'new', 'york', 'city', 'mayor', 'ed', 'hoch', 'anyway', 'film', 'turns', '25', 'year', 'hope', 'kiss', 'today', 'learn', 'appreciate', 'lightheartedness', 'muskets', 'gang', 'problem', 'show', 'permit', 'goes', 'missing', 'gang', 'find', 'new', 'york', 'city', 'worth', 'watching', 'kiss', 'even', 'sentimental', 'adults', 'like']"
it looks b grade and you will probably think there is no reason to rent this film but do i expected nothing from this movie just something to pass the time but i was hooked from the start two interesting premises  a bank robbery gone wrong a million dollars missing and two girls on the road to start a new life  how will these two stories collide just when you think you know what direction the movie is headed it does a 180 and you are left blown away by the great twists in the plot it has a great but unexpected ending and you are left wanting more  always a good sign  rent it or even buy it you will not be disappointed,positive,"['looks', 'b', 'grade', 'probably', 'think', 'reason', 'rent', 'film', 'expected', 'nothing', 'movie', 'something', 'pass', 'time', 'hooked', 'start', 'two', 'interesting', 'premises', 'bank', 'robbery', 'gone', 'wrong', 'million', 'dollars', 'missing', 'two', 'girls', 'road', 'start', 'new', 'life', 'two', 'stories', 'collide', 'think', 'know', 'direction', 'movie', 'headed', '180', 'left', 'blown', 'away', 'great', 'twists', 'plot', 'great', 'unexpected', 'ending', 'left', 'wanting', 'always', 'good', 'sign', 'rent', 'even', 'buy', 'disappointed']"
this is one of the worst sand buttock movie since speed 2 but not quite that bad i really lost it with those out of the blue not so special effect guns if you are an insomnia go with your girl to see this movie i give it three sleeping,negative,"['one', 'worst', 'sand', 'buttock', 'movie', 'since', 'speed', '2', 'quite', 'bad', 'really', 'lost', 'blue', 'special', 'effect', 'guns', 'insomnia', 'go', 'girl', 'see', 'movie', 'give', 'three', 'sleeping']"
i had some reservations about this movie i figured it would be the usual bill of fare  a formula movie about christmas being in the middle of a heat wave in late june we decided to give it a shot anyway maybe we would see some snowthis movie turned out to be one laugh after another ben affect was believable in his character but the real star of this one is james gandofini he delivered his lines with a real wit about him and made a great dadif you want to have an enjoyable couple of hours definitely check this one out,positive,"['reservations', 'movie', 'figured', 'would', 'usual', 'bill', 'fare', 'formula', 'movie', 'christmas', 'middle', 'heat', 'wave', 'late', 'june', 'decided', 'give', 'shot', 'anyway', 'maybe', 'would', 'see', 'snowthis', 'movie', 'turned', 'one', 'laugh', 'another', 'ben', 'affect', 'believable', 'character', 'real', 'star', 'one', 'james', 'gandofini', 'delivered', 'lines', 'real', 'wit', 'made', 'great', 'dadif', 'want', 'enjoyable', 'couple', 'hours', 'definitely', 'check', 'one']"
ah the 1970s a time when it was in to be a singer to be honest today is also a good time to be a singer but it just felt more daring thenjoe sarco offers up a pretty good softcore film in fact just like today some of the actors are famous hardware actors unlike today these people were good actors and these films had a plot and character developmentit is pretty much what you would expect out of a singers movie two couples with open relationships redignity the wanderlust out of the mild of one of the women who has come for a visit not much more to itof course when the mild is jennies wells then it is a different story not too many 40something look as delicious undressed as ms wells it is worth the price alone to see ms wells look at herself in the mirror as if she is aphrodite she is no stifles mon she is way sevieri also rigged chris jordans anna jordan looks and sounds so much like blaine once that i thought she might be her separated at birth twin or even blaine herself anna is always eating but must have incredible metabolismunlike 1990s softcore worn 70s soft worn retained the hardware films realism something that 2000s softcore has brought back on occasion instead of the 90s music and canned organisms and it is here in full force it is not real but it feels realfor those who enjoyed the quebec produced deux femmes en or you will enjoy this one another classic film only on drivein classic the best 250 can a month you can spend,positive,"['ah', '1970s', 'time', 'singer', 'honest', 'today', 'also', 'good', 'time', 'singer', 'felt', 'daring', 'thenjoe', 'sarco', 'offers', 'pretty', 'good', 'softcore', 'film', 'fact', 'like', 'today', 'actors', 'famous', 'hardware', 'actors', 'unlike', 'today', 'people', 'good', 'actors', 'films', 'plot', 'character', 'developmentit', 'pretty', 'much', 'would', 'expect', 'singers', 'movie', 'two', 'couples', 'open', 'relationships', 'redignity', 'wanderlust', 'mild', 'one', 'women', 'come', 'visit', 'much', 'itof', 'course', 'mild', 'jennies', 'wells', 'different', 'story', 'many', '40something', 'look', 'delicious', 'undressed', 'ms', 'wells', 'worth', 'price', 'alone', 'see', 'ms', 'wells', 'look', 'mirror', 'aphrodite', 'stifles', 'mon', 'way', 'sevieri', 'also', 'rigged', 'chris', 'jordans', 'anna', 'jordan', 'looks', 'sounds', 'much', 'like', 'blaine', 'thought', 'might', 'separated', 'birth', 'twin', 'even', 'blaine', 'anna', 'always', 'eating', 'must', 'incredible', 'metabolismunlike', '1990s', 'softcore', 'worn', '70s', 'soft', 'worn', 'retained', 'hardware', 'films', 'realism', 'something', '2000s', 'softcore', 'brought', 'back', 'occasion', 'instead', '90s', 'music', 'canned', 'organisms', 'full', 'force', 'real', 'feels', 'realfor', 'enjoyed', 'quebec', 'produced', 'deux', 'femmes', 'en', 'enjoy', 'one', 'another', 'classic', 'film', 'drivein', 'classic', 'best', '250', 'month', 'spend']"
vice richard dreyfuss is a mob boss leaving a mental institution back to his world of gangsters how can a director have a cast with richard dreyfuss ellen barking jeff goldblum dine lane very gorgeous gabriel borne gregory lines able maclachan but reynolds billy idol and a make such a waste of time this movie is a comedy that is not funny having a consternation in the cast my vote is fourtitle brazil prayer em makarte pleasure in killing you,negative,"['vice', 'richard', 'dreyfuss', 'mob', 'boss', 'leaving', 'mental', 'institution', 'back', 'world', 'gangsters', 'director', 'cast', 'richard', 'dreyfuss', 'ellen', 'barking', 'jeff', 'goldblum', 'dine', 'lane', 'gorgeous', 'gabriel', 'borne', 'gregory', 'lines', 'able', 'maclachan', 'reynolds', 'billy', 'idol', 'make', 'waste', 'time', 'movie', 'comedy', 'funny', 'consternation', 'cast', 'vote', 'fourtitle', 'brazil', 'prayer', 'em', 'makarte', 'pleasure', 'killing']"
