review,sentiment,tokenized_review
typical teenager movie one best beside story good music well accompany movie along although enjoy classic movie unless classic better written script one exceptional maybe hair style language change bit 80s believe offensive language still rarely heard,positive,"['typical', 'teenager', 'movie', 'one', 'best', 'beside', 'story', 'good', 'music', 'well', 'accompany', 'movie', 'along', 'although', 'enjoy', 'classic', 'movie', 'unless', 'classic', 'better', 'written', 'script', 'one', 'exceptional', 'maybe', 'hair', 'style', 'language', 'change', 'bit', '80s', 'believe', 'offensive', 'language', 'still', 'rarely', 'heard']"
nice madman fantastic would pay see hear read moscow phone book know may speaking russian movie four principals excellent movie number good images better scenes held together nothingwhile one always ready suspend disbelieve watching movie one asks much viewer could funny parts quite frightening one scene director seem know way go,positive,"['nice', 'madman', 'fantastic', 'would', 'pay', 'see', 'hear', 'read', 'moscow', 'phone', 'book', 'know', 'may', 'speaking', 'russian', 'movie', 'four', 'principals', 'excellent', 'movie', 'number', 'good', 'images', 'better', 'scenes', 'held', 'together', 'nothingwhile', 'one', 'always', 'ready', 'suspend', 'disbelieve', 'watching', 'movie', 'one', 'asks', 'much', 'viewer', 'could', 'funny', 'parts', 'quite', 'frightening', 'one', 'scene', 'director', 'seem', 'know', 'way', 'go']"
nothing could saved movie even shermanten years ago special effects would amazing better directing might gotten feeling better performances actors nothing feeding script dragon could fixed plot holes bad lines terrible pacing endless replying shots chi dragon stopping always ughavoid one costs,negative,"['nothing', 'could', 'saved', 'movie', 'even', 'shermanten', 'years', 'ago', 'special', 'effects', 'would', 'amazing', 'better', 'directing', 'might', 'gotten', 'feeling', 'better', 'performances', 'actors', 'nothing', 'feeding', 'script', 'dragon', 'could', 'fixed', 'plot', 'holes', 'bad', 'lines', 'terrible', 'pacing', 'endless', 'replying', 'shots', 'chi', 'dragon', 'stopping', 'always', 'ughavoid', 'one', 'costs']"
golden child eddies murphys first film since megahit every hills cop even though good cop fun comic adventure murphy stars finder lost children assigned unusual case assignment find title character child mystical powers movie could title every hills cop temple doom since parts movie plays like spielbergian adventure kind like indiana jones comedy got comedy laughs adventure special effects lots fun four,positive,"['golden', 'child', 'eddies', 'murphys', 'first', 'film', 'since', 'megahit', 'every', 'hills', 'cop', 'even', 'though', 'good', 'cop', 'fun', 'comic', 'adventure', 'murphy', 'stars', 'finder', 'lost', 'children', 'assigned', 'unusual', 'case', 'assignment', 'find', 'title', 'character', 'child', 'mystical', 'powers', 'movie', 'could', 'title', 'every', 'hills', 'cop', 'temple', 'doom', 'since', 'parts', 'movie', 'plays', 'like', 'spielbergian', 'adventure', 'kind', 'like', 'indiana', 'jones', 'comedy', 'got', 'comedy', 'laughs', 'adventure', 'special', 'effects', 'lots', 'fun', 'four']"
I start relating first encounter princes music bar birthday girl dancing bare breasted 1999 playing speakers asked people singer told prince good distracted beautiful hopeless dancer later started hearing prince songs really digging purple rain came still knew little fellow minnesota movie blew away instantly became princes 1 fan war baby generation later found one cousins secretary got nephew vip prince concert sat next motherhow cool getting back topic hand agree sister exert called purple rain instant classic seen 17 times absolutely love thought princes acting fine apollon struggled bit acting fine john gielgud available play kid prince took role film usually stunning brilliantly paced never gets slow terrifically directed rank among best movie musical time last time watched 7 year gap still delivered proud fellow minnesota prince rogers nelson would love tell personally walked right front mentioned concert said hi nephew chatting mon bit crushed still 1,positive,"['I', 'start', 'relating', 'first', 'encounter', 'princes', 'music', 'bar', 'birthday', 'girl', 'dancing', 'bare', 'breasted', '1999', 'playing', 'speakers', 'asked', 'people', 'singer', 'told', 'prince', 'good', 'distracted', 'beautiful', 'hopeless', 'dancer', 'later', 'started', 'hearing', 'prince', 'songs', 'really', 'digging', 'purple', 'rain', 'came', 'still', 'knew', 'little', 'fellow', 'minnesota', 'movie', 'blew', 'away', 'instantly', 'became', 'princes', '1', 'fan', 'war', 'baby', 'generation', 'later', 'found', 'one', 'cousins', 'secretary', 'got', 'nephew', 'vip', 'prince', 'concert', 'sat', 'next', 'motherhow', 'cool', 'getting', 'back', 'topic', 'hand', 'agree', 'sister', 'exert', 'called', 'purple', 'rain', 'instant', 'classic', 'seen', '17', 'times', 'absolutely', 'love', 'thought', 'princes', 'acting', 'fine', 'apollon', 'struggled', 'bit', 'acting', 'fine', 'john', 'gielgud', 'available', 'play', 'kid', 'prince', 'took', 'role', 'film', 'usually', 'stunning', 'brilliantly', 'paced', 'never', 'gets', 'slow', 'terrifically', 'directed', 'rank', 'among', 'best', 'movie', 'musical', 'time', 'last', 'time', 'watched', '7', 'year', 'gap', 'still', 'delivered', 'proud', 'fellow', 'minnesota', 'prince', 'rogers', 'nelson', 'would', 'love', 'tell', 'personally', 'walked', 'right', 'front', 'mentioned', 'concert', 'said', 'hi', 'nephew', 'chatting', 'mon', 'bit', 'crushed', 'still', '1']"
1997 lowkey india remedy henry fool would seemingly secure choice moves one would bother visit sequel rumpled dissipated drifted thomas jay ran stroll town anarchists granting delusions inspire needy garage collector james urbanity write poems henry halfheartily tries brink guys sister parker pose poet prosper henry decline nothing special characters story pitch harold maudes ghost would quoted higher odds ever making screenbut parker pose semiofficial queen indies nothing writerdirector harley came new inclination cast film born though catch characters many years completely different sort dark comedy ones laced espionage henry may international spy possible double even triple agent years meeting others either dead hiding agents authorities many countries everyone wants rambling incoherent journal may contain code secrets could destabilize nations economies poses may either wife left go widow depending telling truth mays efforts find henry andor hotlycontested journals include globetrotting gauntlet multinational hitpersons frenchmen every turn never knows believe trust wewhile harding unlikely characters jason bornejack ran territory harleys script retains ironic deadpan humor first appearance sneering clear slapstick exposing physical menace sly sampson paranoia duplicity musicalchairs alliances todays geopolitics starts rumble towards end even fan first movie pleasantly surprised novelty harleys recalling methods 51807,positive,"['1997', 'lowkey', 'india', 'remedy', 'henry', 'fool', 'would', 'seemingly', 'secure', 'choice', 'moves', 'one', 'would', 'bother', 'visit', 'sequel', 'rumpled', 'dissipated', 'drifted', 'thomas', 'jay', 'ran', 'stroll', 'town', 'anarchists', 'granting', 'delusions', 'inspire', 'needy', 'garage', 'collector', 'james', 'urbanity', 'write', 'poems', 'henry', 'halfheartily', 'tries', 'brink', 'guys', 'sister', 'parker', 'pose', 'poet', 'prosper', 'henry', 'decline', 'nothing', 'special', 'characters', 'story', 'pitch', 'harold', 'maudes', 'ghost', 'would', 'quoted', 'higher', 'odds', 'ever', 'making', 'screenbut', 'parker', 'pose', 'semiofficial', 'queen', 'indies', 'nothing', 'writerdirector', 'harley', 'came', 'new', 'inclination', 'cast', 'film', 'born', 'though', 'catch', 'characters', 'many', 'years', 'completely', 'different', 'sort', 'dark', 'comedy', 'ones', 'laced', 'espionage', 'henry', 'may', 'international', 'spy', 'possible', 'double', 'even', 'triple', 'agent', 'years', 'meeting', 'others', 'either', 'dead', 'hiding', 'agents', 'authorities', 'many', 'countries', 'everyone', 'wants', 'rambling', 'incoherent', 'journal', 'may', 'contain', 'code', 'secrets', 'could', 'destabilize', 'nations', 'economies', 'poses', 'may', 'either', 'wife', 'left', 'go', 'widow', 'depending', 'telling', 'truth', 'mays', 'efforts', 'find', 'henry', 'andor', 'hotlycontested', 'journals', 'include', 'globetrotting', 'gauntlet', 'multinational', 'hitpersons', 'frenchmen', 'every', 'turn', 'never', 'knows', 'believe', 'trust', 'wewhile', 'harding', 'unlikely', 'characters', 'jason', 'bornejack', 'ran', 'territory', 'harleys', 'script', 'retains', 'ironic', 'deadpan', 'humor', 'first', 'appearance', 'sneering', 'clear', 'slapstick', 'exposing', 'physical', 'menace', 'sly', 'sampson', 'paranoia', 'duplicity', 'musicalchairs', 'alliances', 'todays', 'geopolitics', 'starts', 'rumble', 'towards', 'end', 'even', 'fan', 'first', 'movie', 'pleasantly', 'surprised', 'novelty', 'harleys', 'recalling', 'methods', '51807']"
caddyshack ii one pictures makes ask funded made released public domainto say least bad film serves little purpose underline superior sequel setting almost identical set characters similar storyline new money land developer attempts buy establishments golf course sanctuary right bat making followup whole 8 years original somewhat bizarre mean going cash highly successful picture first one window years leaving 8 years means formula hardly fresh enough simply follow poor imitation sort obliged reward fan original giving least reference indeed actual contributions actors made first one memorable little thisinstead get cheap limitations okay passing ted knight interim years would made impossible bring back memorable judge mails robert sticks inclusion candle young fellow elicit akin mails character imaginative seriously lacking sort anarchy frustration made knights turn watchable jacket masons jack hartounian feeble attempt retreating non stop wisecracks delivered al czervik money dangerfield character first dangerfields role endless suitable masons completely forgettable bill murrays laughably ridiculous groundskeeper carl speckled war attention sky local golfer substituted ghostbusters costar dan ackroyds role militant cap tom everett high pitched voice splints sides frustration opposed intended laughterbrandy quand brilliant cousin ed national sampsons vacation series quite opposite playing hartounians unstable lawyer looks disbelieve shown actors looking quands characters intended hilarious acts inappropriate violence echo audience laughing asking hell doingthey chase shows occasionally wisely rather fleeting considering disaster perpetuating around himas club pro web films direct reference original withstanding golf course deeply manned skin loud hawaiian shirts chase looks like got back lengthy summer vacation needs paycheck distances events actual picture enough takes little blame leaves little credibility still intact jessica land masons daughter kate takes dandy noon role original teenager struggling class divides sounds ridiculous least first dandy irish catholic blue collar family laughable attempts make inroads whiteanglosaxonprotestant dominated world golf club shakes played memorable set pieces dismissed resident lutheran bishop well mocked offspring local yacht club lands embarrassment fathers inability fitin hinted jewish roots aside may also classes moon intricacys swept aside though stopped daring long resolved end day noon trying get ahead life miss hartounians biggest problem getting wobbers local golf club like multimillionaire father get date clubs prodigal white kid gathered anyway summation poorly written badly scraped lame set pieces wastes lot talent indeed buds able sit conclusion really penance question mark though many original actors return opposed replaced performer paper least looked equals maybe asked perhaps suspect actually read script stick original,negative,"['caddyshack', 'ii', 'one', 'pictures', 'makes', 'ask', 'funded', 'made', 'released', 'public', 'domainto', 'say', 'least', 'bad', 'film', 'serves', 'little', 'purpose', 'underline', 'superior', 'sequel', 'setting', 'almost', 'identical', 'set', 'characters', 'similar', 'storyline', 'new', 'money', 'land', 'developer', 'attempts', 'buy', 'establishments', 'golf', 'course', 'sanctuary', 'right', 'bat', 'making', 'followup', 'whole', '8', 'years', 'original', 'somewhat', 'bizarre', 'mean', 'going', 'cash', 'highly', 'successful', 'picture', 'first', 'one', 'window', 'years', 'leaving', '8', 'years', 'means', 'formula', 'hardly', 'fresh', 'enough', 'simply', 'follow', 'poor', 'imitation', 'sort', 'obliged', 'reward', 'fan', 'original', 'giving', 'least', 'reference', 'indeed', 'actual', 'contributions', 'actors', 'made', 'first', 'one', 'memorable', 'little', 'thisinstead', 'get', 'cheap', 'limitations', 'okay', 'passing', 'ted', 'knight', 'interim', 'years', 'would', 'made', 'impossible', 'bring', 'back', 'memorable', 'judge', 'mails', 'robert', 'sticks', 'inclusion', 'candle', 'young', 'fellow', 'elicit', 'akin', 'mails', 'character', 'imaginative', 'seriously', 'lacking', 'sort', 'anarchy', 'frustration', 'made', 'knights', 'turn', 'watchable', 'jacket', 'masons', 'jack', 'hartounian', 'feeble', 'attempt', 'retreating', 'non', 'stop', 'wisecracks', 'delivered', 'al', 'czervik', 'money', 'dangerfield', 'character', 'first', 'dangerfields', 'role', 'endless', 'suitable', 'masons', 'completely', 'forgettable', 'bill', 'murrays', 'laughably', 'ridiculous', 'groundskeeper', 'carl', 'speckled', 'war', 'attention', 'sky', 'local', 'golfer', 'substituted', 'ghostbusters', 'costar', 'dan', 'ackroyds', 'role', 'militant', 'cap', 'tom', 'everett', 'high', 'pitched', 'voice', 'splints', 'sides', 'frustration', 'opposed', 'intended', 'laughterbrandy', 'quand', 'brilliant', 'cousin', 'ed', 'national', 'sampsons', 'vacation', 'series', 'quite', 'opposite', 'playing', 'hartounians', 'unstable', 'lawyer', 'looks', 'disbelieve', 'shown', 'actors', 'looking', 'quands', 'characters', 'intended', 'hilarious', 'acts', 'inappropriate', 'violence', 'echo', 'audience', 'laughing', 'asking', 'hell', 'doingthey', 'chase', 'shows', 'occasionally', 'wisely', 'rather', 'fleeting', 'considering', 'disaster', 'perpetuating', 'around', 'himas', 'club', 'pro', 'web', 'films', 'direct', 'reference', 'original', 'withstanding', 'golf', 'course', 'deeply', 'manned', 'skin', 'loud', 'hawaiian', 'shirts', 'chase', 'looks', 'like', 'got', 'back', 'lengthy', 'summer', 'vacation', 'needs', 'paycheck', 'distances', 'events', 'actual', 'picture', 'enough', 'takes', 'little', 'blame', 'leaves', 'little', 'credibility', 'still', 'intact', 'jessica', 'land', 'masons', 'daughter', 'kate', 'takes', 'dandy', 'noon', 'role', 'original', 'teenager', 'struggling', 'class', 'divides', 'sounds', 'ridiculous', 'least', 'first', 'dandy', 'irish', 'catholic', 'blue', 'collar', 'family', 'laughable', 'attempts', 'make', 'inroads', 'whiteanglosaxonprotestant', 'dominated', 'world', 'golf', 'club', 'shakes', 'played', 'memorable', 'set', 'pieces', 'dismissed', 'resident', 'lutheran', 'bishop', 'well', 'mocked', 'offspring', 'local', 'yacht', 'club', 'lands', 'embarrassment', 'fathers', 'inability', 'fitin', 'hinted', 'jewish', 'roots', 'aside', 'may', 'also', 'classes', 'moon', 'intricacys', 'swept', 'aside', 'though', 'stopped', 'daring', 'long', 'resolved', 'end', 'day', 'noon', 'trying', 'get', 'ahead', 'life', 'miss', 'hartounians', 'biggest', 'problem', 'getting', 'wobbers', 'local', 'golf', 'club', 'like', 'multimillionaire', 'father', 'get', 'date', 'clubs', 'prodigal', 'white', 'kid', 'gathered', 'anyway', 'summation', 'poorly', 'written', 'badly', 'scraped', 'lame', 'set', 'pieces', 'wastes', 'lot', 'talent', 'indeed', 'buds', 'able', 'sit', 'conclusion', 'really', 'penance', 'question', 'mark', 'though', 'many', 'original', 'actors', 'return', 'opposed', 'replaced', 'performer', 'paper', 'least', 'looked', 'equals', 'maybe', 'asked', 'perhaps', 'suspect', 'actually', 'read', 'script', 'stick', 'original']"
every time watch film really makes anna go good night mate uses weekend landed speech psychic going isometimes film great debut writerdirector well done matethe acting great characters believable larger life weird scenes joy watch lips running mr floppy flashbacksexplanationsvisualizations great scene huuuuuuuge pub everyone stands starts singing mock national laugh loads comedy howard marks stiff politics speech hilariousoh god need see mind felt film somewhat glorify use ecstasy hey truth matter eh least film shy away fact suppose film carry decent message well take life seriously let hair sometime course chat pub tries explain mates coming drugs sure reminder come downs outway good times know partys overthis times clever film use camera lighting etc realised piece cinema great feelgood tale mates love clubs drugsget gutta rat race people8enjoy,positive,"['every', 'time', 'watch', 'film', 'really', 'makes', 'anna', 'go', 'good', 'night', 'mate', 'uses', 'weekend', 'landed', 'speech', 'psychic', 'going', 'isometimes', 'film', 'great', 'debut', 'writerdirector', 'well', 'done', 'matethe', 'acting', 'great', 'characters', 'believable', 'larger', 'life', 'weird', 'scenes', 'joy', 'watch', 'lips', 'running', 'mr', 'floppy', 'flashbacksexplanationsvisualizations', 'great', 'scene', 'huuuuuuuge', 'pub', 'everyone', 'stands', 'starts', 'singing', 'mock', 'national', 'laugh', 'loads', 'comedy', 'howard', 'marks', 'stiff', 'politics', 'speech', 'hilariousoh', 'god', 'need', 'see', 'mind', 'felt', 'film', 'somewhat', 'glorify', 'use', 'ecstasy', 'hey', 'truth', 'matter', 'eh', 'least', 'film', 'shy', 'away', 'fact', 'suppose', 'film', 'carry', 'decent', 'message', 'well', 'take', 'life', 'seriously', 'let', 'hair', 'sometime', 'course', 'chat', 'pub', 'tries', 'explain', 'mates', 'coming', 'drugs', 'sure', 'reminder', 'come', 'downs', 'outway', 'good', 'times', 'know', 'partys', 'overthis', 'times', 'clever', 'film', 'use', 'camera', 'lighting', 'etc', 'realised', 'piece', 'cinema', 'great', 'feelgood', 'tale', 'mates', 'love', 'clubs', 'drugsget', 'gutta', 'rat', 'race', 'people8enjoy']"
rate movie awful 1 watching trailer thought movie could pretty cool guaranteed offendeveryone trailer said wellit offend movie really sucks hardly comedy laughed two seconds entire movie days movie I gay problem point adding many gayscenes called comedy movie scenes absolutely funny guess director gay man denial something like thatso advice want waste good money go rent good comedy already seen million times better watching mother louse comedys really total cap,negative,"['rate', 'movie', 'awful', '1', 'watching', 'trailer', 'thought', 'movie', 'could', 'pretty', 'cool', 'guaranteed', 'offendeveryone', 'trailer', 'said', 'wellit', 'offend', 'movie', 'really', 'sucks', 'hardly', 'comedy', 'laughed', 'two', 'seconds', 'entire', 'movie', 'days', 'movie', 'I', 'gay', 'problem', 'point', 'adding', 'many', 'gayscenes', 'called', 'comedy', 'movie', 'scenes', 'absolutely', 'funny', 'guess', 'director', 'gay', 'man', 'denial', 'something', 'like', 'thatso', 'advice', 'want', 'waste', 'good', 'money', 'go', 'rent', 'good', 'comedy', 'already', 'seen', 'million', 'times', 'better', 'watching', 'mother', 'louse', 'comedys', 'really', 'total', 'cap']"
still doubt horrible movie worse movie ever saw actors painful impossible get textdo waist time movie submitting comment agreeing terms laid copyright statement submission must original work comments normally posted site within 23 business days comments meet guideline posted please write english html boards markup supported though paragraph breaks inserted leave blank line paragraphby submitting comment agreeing terms laid copyright statement submission must original work comments normally posted site within 23 business days comments meet guideline posted please write english html boards markup supported though paragraph breaks inserted leave blank line paragraph,negative,"['still', 'doubt', 'horrible', 'movie', 'worse', 'movie', 'ever', 'saw', 'actors', 'painful', 'impossible', 'get', 'textdo', 'waist', 'time', 'movie', 'submitting', 'comment', 'agreeing', 'terms', 'laid', 'copyright', 'statement', 'submission', 'must', 'original', 'work', 'comments', 'normally', 'posted', 'site', 'within', '23', 'business', 'days', 'comments', 'meet', 'guideline', 'posted', 'please', 'write', 'english', 'html', 'boards', 'markup', 'supported', 'though', 'paragraph', 'breaks', 'inserted', 'leave', 'blank', 'line', 'paragraphby', 'submitting', 'comment', 'agreeing', 'terms', 'laid', 'copyright', 'statement', 'submission', 'must', 'original', 'work', 'comments', 'normally', 'posted', 'site', 'within', '23', 'business', 'days', 'comments', 'meet', 'guideline', 'posted', 'please', 'write', 'english', 'html', 'boards', 'markup', 'supported', 'though', 'paragraph', 'breaks', 'inserted', 'leave', 'blank', 'line', 'paragraph']"
horrormovie fan try watch significant novelties gene especially products native cinema say power fear vera russian title one nearest film among firstly scar even little kid paces slowly predictable place real horror frankly speaking bad points good plot know russian producersdirector decided transform classic story ukrainian witchcraft lame ridiculous moderndayamerica thrilled absolutely agree previous reviewed  thrill bit terrible cheese actors work actors including leading valet nikolayev yevgeniya kryukova quite famous russia look like wooden dolls something like seems even bother play spoke english lines without expression end really understand filled flick english russian actors think wrong turn least could cast american english actors leading parts make look convincing say called small american town background shot esthonia look like positive moment found power fear visual effects excellent rather good russian film music ok least irritate give two stars overall want see good horror film  waste time money boring flick looking something claims russian horror I would advise find copy vi spirit evil really terrific movie based novel power fear much much better,negative,"['horrormovie', 'fan', 'try', 'watch', 'significant', 'novelties', 'gene', 'especially', 'products', 'native', 'cinema', 'say', 'power', 'fear', 'vera', 'russian', 'title', 'one', 'nearest', 'film', 'among', 'firstly', 'scar', 'even', 'little', 'kid', 'paces', 'slowly', 'predictable', 'place', 'real', 'horror', 'frankly', 'speaking', 'bad', 'points', 'good', 'plot', 'know', 'russian', 'producersdirector', 'decided', 'transform', 'classic', 'story', 'ukrainian', 'witchcraft', 'lame', 'ridiculous', 'moderndayamerica', 'thrilled', 'absolutely', 'agree', 'previous', 'reviewed', '\x96', 'thrill', 'bit', 'terrible', 'cheese', 'actors', 'work', 'actors', 'including', 'leading', 'valet', 'nikolayev', 'yevgeniya', 'kryukova', 'quite', 'famous', 'russia', 'look', 'like', 'wooden', 'dolls', 'something', 'like', 'seems', 'even', 'bother', 'play', 'spoke', 'english', 'lines', 'without', 'expression', 'end', 'really', 'understand', 'filled', 'flick', 'english', 'russian', 'actors', 'think', 'wrong', 'turn', 'least', 'could', 'cast', 'american', 'english', 'actors', 'leading', 'parts', 'make', 'look', 'convincing', 'say', 'called', 'small', 'american', 'town', 'background', 'shot', 'esthonia', 'look', 'like', 'positive', 'moment', 'found', 'power', 'fear', 'visual', 'effects', 'excellent', 'rather', 'good', 'russian', 'film', 'music', 'ok', 'least', 'irritate', 'give', 'two', 'stars', 'overall', 'want', 'see', 'good', 'horror', 'film', '\x96', 'waste', 'time', 'money', 'boring', 'flick', 'looking', 'something', 'claims', 'russian', 'horror', 'I', 'would', 'advise', 'find', 'copy', 'vi', 'spirit', 'evil', 'really', 'terrific', 'movie', 'based', 'novel', 'power', 'fear', 'much', 'much', 'better']"
wonderful movie I seen twice I looking ever I would buy could find sad shows three things much man love woman hard people want something hard people work overcome limitations,positive,"['wonderful', 'movie', 'I', 'seen', 'twice', 'I', 'looking', 'ever', 'I', 'would', 'buy', 'could', 'find', 'sad', 'shows', 'three', 'things', 'much', 'man', 'love', 'woman', 'hard', 'people', 'want', 'something', 'hard', 'people', 'work', 'overcome', 'limitations']"
shame really rarely watch film left feeling disappointed end I seen quite era levis adaptations rosarys baby stopford wives liked appeal mewhen read plot outline award winning playwright michael maine decides murder one former pupils christopher nerve steel script success excited like tillers michael maines good actor sidney lumens good director era levis work generally goodi spoil anyone seen yet I would say loads twists turns many kind hard explain films plot line detail without giving away enjoyed first 45 minutes twists turns began occur point interest enjoyment began fade though give lumen credit amusing ending make laugh loudthe main cast michael maine christopher nerve dan cannon irene worth brilliant roles though worths obvious face russian accent got nerves slightly nothing personal irene think actors face accent would irritate sure cannons character meant annoying funny dan managed annoy amuse timeanyone reading want putoff watching views give chance may like may opinion,negative,"['shame', 'really', 'rarely', 'watch', 'film', 'left', 'feeling', 'disappointed', 'end', 'I', 'seen', 'quite', 'era', 'levis', 'adaptations', 'rosarys', 'baby', 'stopford', 'wives', 'liked', 'appeal', 'mewhen', 'read', 'plot', 'outline', 'award', 'winning', 'playwright', 'michael', 'maine', 'decides', 'murder', 'one', 'former', 'pupils', 'christopher', 'nerve', 'steel', 'script', 'success', 'excited', 'like', 'tillers', 'michael', 'maines', 'good', 'actor', 'sidney', 'lumens', 'good', 'director', 'era', 'levis', 'work', 'generally', 'goodi', 'spoil', 'anyone', 'seen', 'yet', 'I', 'would', 'say', 'loads', 'twists', 'turns', 'many', 'kind', 'hard', 'explain', 'films', 'plot', 'line', 'detail', 'without', 'giving', 'away', 'enjoyed', 'first', '45', 'minutes', 'twists', 'turns', 'began', 'occur', 'point', 'interest', 'enjoyment', 'began', 'fade', 'though', 'give', 'lumen', 'credit', 'amusing', 'ending', 'make', 'laugh', 'loudthe', 'main', 'cast', 'michael', 'maine', 'christopher', 'nerve', 'dan', 'cannon', 'irene', 'worth', 'brilliant', 'roles', 'though', 'worths', 'obvious', 'face', 'russian', 'accent', 'got', 'nerves', 'slightly', 'nothing', 'personal', 'irene', 'think', 'actors', 'face', 'accent', 'would', 'irritate', 'sure', 'cannons', 'character', 'meant', 'annoying', 'funny', 'dan', 'managed', 'annoy', 'amuse', 'timeanyone', 'reading', 'want', 'putoff', 'watching', 'views', 'give', 'chance', 'may', 'like', 'may', 'opinion']"
first saw movie little kid fell love really make moves like anymorei watch slightly older still love humour perfect fits movie really well gas kind childish make adults laugh welland kiss movie really rare animation amazing watch handdrawn animation real breath fresh air computer animation see today background stunning coloring amazingthe characters kind characters fall love moment start watching girls think chipmunks adorable guns think chipettes really kind sexthe songs fun listen really make anna cry get dance also fun watch visual humor go along voice acting great doubt even voice acting high pitch interesting thing popped one songs movie slowed show real voices behind really kind fun watch see movie store somewhere rent say check really worth seeing perfect family movie absolutely amazing words express movie,positive,"['first', 'saw', 'movie', 'little', 'kid', 'fell', 'love', 'really', 'make', 'moves', 'like', 'anymorei', 'watch', 'slightly', 'older', 'still', 'love', 'humour', 'perfect', 'fits', 'movie', 'really', 'well', 'gas', 'kind', 'childish', 'make', 'adults', 'laugh', 'welland', 'kiss', 'movie', 'really', 'rare', 'animation', 'amazing', 'watch', 'handdrawn', 'animation', 'real', 'breath', 'fresh', 'air', 'computer', 'animation', 'see', 'today', 'background', 'stunning', 'coloring', 'amazingthe', 'characters', 'kind', 'characters', 'fall', 'love', 'moment', 'start', 'watching', 'girls', 'think', 'chipmunks', 'adorable', 'guns', 'think', 'chipettes', 'really', 'kind', 'sexthe', 'songs', 'fun', 'listen', 'really', 'make', 'anna', 'cry', 'get', 'dance', 'also', 'fun', 'watch', 'visual', 'humor', 'go', 'along', 'voice', 'acting', 'great', 'doubt', 'even', 'voice', 'acting', 'high', 'pitch', 'interesting', 'thing', 'popped', 'one', 'songs', 'movie', 'slowed', 'show', 'real', 'voices', 'behind', 'really', 'kind', 'fun', 'watch', 'see', 'movie', 'store', 'somewhere', 'rent', 'say', 'check', 'really', 'worth', 'seeing', 'perfect', 'family', 'movie', 'absolutely', 'amazing', 'words', 'express', 'movie']"
cover case premise write promising slashed maniac expect much neck going movie awful direction plot suspense act casts amateurish even thought using home video camera shot lucky still manage deliver good moments make like thanks bad package socalled camp blood110,negative,"['cover', 'case', 'premise', 'write', 'promising', 'slashed', 'maniac', 'expect', 'much', 'neck', 'going', 'movie', 'awful', 'direction', 'plot', 'suspense', 'act', 'casts', 'amateurish', 'even', 'thought', 'using', 'home', 'video', 'camera', 'shot', 'lucky', 'still', 'manage', 'deliver', 'good', 'moments', 'make', 'like', 'thanks', 'bad', 'package', 'socalled', 'camp', 'blood110']"
lasted several years despite late hour onlike lot 80s crime dramas looked cold physically figuratively bad thing though obviously low budget actually worked favor gritty time sick inallay royals wraparound segments news writer gave slight edgethe actors remembered scott glands earthquake tony rostov sat cast barely known good thing one could see group whole bunch people supporting star yes young clark johnson homicidal recurring spoti hope release future someone anna get,positive,"['lasted', 'several', 'years', 'despite', 'late', 'hour', 'onlike', 'lot', '80s', 'crime', 'dramas', 'looked', 'cold', 'physically', 'figuratively', 'bad', 'thing', 'though', 'obviously', 'low', 'budget', 'actually', 'worked', 'favor', 'gritty', 'time', 'sick', 'inallay', 'royals', 'wraparound', 'segments', 'news', 'writer', 'gave', 'slight', 'edgethe', 'actors', 'remembered', 'scott', 'glands', 'earthquake', 'tony', 'rostov', 'sat', 'cast', 'barely', 'known', 'good', 'thing', 'one', 'could', 'see', 'group', 'whole', 'bunch', 'people', 'supporting', 'star', 'yes', 'young', 'clark', 'johnson', 'homicidal', 'recurring', 'spoti', 'hope', 'release', 'future', 'someone', 'anna', 'get']"
cleaver film fearing love ages film consists reason seeking lady love stone age ancient rome present 1920s three cases usual simply muster battles palace beer lady love three time periods think liked roman one best even though admit might also cheesiest actually liked scenes lion obviously guy costume well weird chariot race snowbut really enjoyed seeing reasons amazing acrobatics however three time periods good old fashioned fun film best still exceptional enjoyable film check,positive,"['cleaver', 'film', 'fearing', 'love', 'ages', 'film', 'consists', 'reason', 'seeking', 'lady', 'love', 'stone', 'age', 'ancient', 'rome', 'present', '1920s', 'three', 'cases', 'usual', 'simply', 'muster', 'battles', 'palace', 'beer', 'lady', 'love', 'three', 'time', 'periods', 'think', 'liked', 'roman', 'one', 'best', 'even', 'though', 'admit', 'might', 'also', 'cheesiest', 'actually', 'liked', 'scenes', 'lion', 'obviously', 'guy', 'costume', 'well', 'weird', 'chariot', 'race', 'snowbut', 'really', 'enjoyed', 'seeing', 'reasons', 'amazing', 'acrobatics', 'however', 'three', 'time', 'periods', 'good', 'old', 'fashioned', 'fun', 'film', 'best', 'still', 'exceptional', 'enjoyable', 'film', 'check']"
